调度名,币对(标准),总收益,成交收益,资金费收益,手续费,滑点,当期资金费率,当期资金费,成交量,最大持仓,当前持仓,换手率,敞口,市场成交占比,总收益率,成交收益率,资金费收益率,滑点率,手续费率,持仓占比,账户1,账户2,仓位数量,调度最后成交时间,调度最大对冲延迟,主机,调度最后更新时间,配对盈利,价差值,配对胜率,波动率,买卖单卖单数量,买卖单买单数量,配对笔数,累计资金费率
fr-STBL-USDT-loong_kc_byfutures_mode_2,STBL-USDT-FTR,3.1123873300000002E+00,0E+00,3.1123873300000002E+00,0E+00,0E+00,5E-05 | 0E+00,5.671809E-02,0E+00,-1.5920320199999999E+03,-1.1343618E+03,0E+00,0E+00,0E+00,0E+00,0E+00,1.954977846488289E-03,0E+00,0E+00,1.171786254176135E-04,asset04,precursor007,-3.3561E+04,2025-12-30 10:44:47,0E+00,prod-strategy-sgap4,2026-01-16 15:34:51,0E+00,1.777777777777656E-03|kucoin_spot,0E+00,1.4430252789880749E+00,0E+00,0E+00,0E+00,2.1999999999999993E-03 | 0E+00
fr-GRIFFAIN-USDT-loong_kc_byfutures_mode_1,GRIFFAIN-USDT-FTR,2.76062765E+00,0E+00,2.76062765E+00,0E+00,0E+00,5E-05 | 0E+00,5.925682560000001E-02,0E+00,-1.460730896E+03,-1.185136512E+03,0E+00,0E+00,0E+00,0E+00,0E+00,1.8898947489640828E-03,0E+00,0E+00,1.0751444465188518E-04,asset04,precursor007,-1.06176E+05,2025-12-17 16:03:07,0E+00,prod-strategy-sgap4,2025-12-31 15:48:28,0E+00,2.4252223120451166E-03|kucoin_spot,0E+00,1.771699894845803E+00,0E+00,0E+00,0E+00,2.1999999999999993E-03 | 0E+00
fr-GRIFFAIN-USDT-loong_kc_byfutures_mode_2,GRIFFAIN-USDT-FTR,2.76062765E+00,0E+00,2.76062765E+00,0E+00,0E+00,5E-05 | 0E+00,5.925682560000001E-02,0E+00,-1.460730896E+03,-1.185136512E+03,0E+00,0E+00,0E+00,0E+00,0E+00,1.8898947489640828E-03,0E+00,0E+00,1.0751444465188518E-04,asset04,precursor007,-1.06176E+05,2026-01-03 06:39:34,0E+00,prod-strategy-sgap4,2026-01-12 01:19:42,0E+00,2.4252223120451166E-03|kucoin_spot,0E+00,1.7479893649164775E+00,0E+00,0E+00,0E+00,2.1999999999999993E-03 | 0E+00
fr-ENA-USDT-loong_kc_byfutures_mode_0,ENA-USDT-FTR,1.9119636400000002E+00,0E+00,1.9119636400000002E+00,0E+00,0E+00,-1.0849E-04 | 0E+00,-1.693631498993E-01,0E+00,-1.96159483E+03,-1.5610945699999997E+03,0E+00,0E+00,0E+00,0E+00,0E+00,9.746985517901269E-04,0E+00,0E+00,1.4437962485559634E-04,asset04,precursor007,-1.1269E+04,2025-11-25 06:42:47,0E+00,prod-strategy-sgap4,2026-01-20 22:31:51,0E+00,1.4440433212994375E-03|kucoin_spot,0E+00,1.3163821123971364E+00,0E+00,0E+00,0E+00,1.0514300000000003E-03 | 0E+00
fr-APE-USDT-loong_kc_byfutures_mode_0,APE-USDT-FTR,1.61639118E+00,0E+00,1.61639118E+00,0E+00,0E+00,9.353E-05 | 0E+00,1.374062333553E-01,0E+00,-1.94112116E+03,-1.46911401E+03,0E+00,0E+00,0E+00,0E+00,0E+00,8.327100921407709E-04,0E+00,0E+00,1.4287269755908766E-04,asset04,precursor007,-1.00035E+04,2025-12-09 06:33:51,0E+00,prod-strategy-sgap4,2026-01-21 22:04:47,0E+00,1.3605442176871652E-03|kucoin_spot,0E+00,1.3543786606882795E+00,0E+00,0E+00,0E+00,9.674200000000001E-04 | 0E+00
fr-PENDLE-USDT-loong_kc_byfutures_mode_0,PENDLE-USDT-FTR,8.7324881E-01,0E+00,8.7324881E-01,0E+00,0E+00,1E-04 | 0E+00,1.4244101999999997E-01,0E+00,-1.8206286E+03,-1.4244101999999998E+03,0E+00,0E+00,0E+00,0E+00,0E+00,4.79641377708776E-04,0E+00,0E+00,1.340040615162967E-04,asset04,precursor007,-8.94E+02,2025-11-16 18:15:51,0E+00,prod-strategy-sgap4,2026-01-13 12:13:17,0E+00,1.820921763154626E-03|kucoin_spot,0E+00,1.4169631533164908E+00,0E+00,0E+00,0E+00,6.499800000000001E-04 | 0E+00
fr-CRV-USDT-loong_kc_byfutures_mode_0,CRV-USDT-FTR,1.8597955000000005E-01,0E+00,1.8597955000000005E-01,0E+00,0E+00,1E-04 | 0E+00,1.43782464E-01,0E+00,-1.8489268E+03,-1.43782464E+03,0E+00,0E+00,0E+00,0E+00,0E+00,1.005878383070655E-04,0E+00,0E+00,1.3608689913271143E-04,asset04,precursor007,-5.1646E+03,2025-11-26 17:43:43,0E+00,prod-strategy-sgap4,2026-01-20 06:13:12,0E+00,7.171029042669641E-04|kucoin_spot,0E+00,1.263347671738663E+00,0E+00,0E+00,0E+00,1.0768000000000003E-04 | 0E+00
fr-DASH-USDT-loong_kc_byfutures_mode_0,DASH-USDT-FTR,-4.357507999999999E-02,0E+00,-4.357507999999999E-02,0E+00,0E+00,1E-04 | 0E+00,1.382616E-01,0E+00,-1.9160442E+03,-1.382616E+03,0E+00,0E+00,0E+00,0E+00,0E+00,-2.2742210226674305E-05,0E+00,0E+00,1.410269534625258E-04,asset04,precursor007,-3.114E+01,2026-01-03 14:18:59,0E+00,prod-strategy-sgap4,2026-01-14 01:25:35,0E+00,6.773538044706484E-04|kucoin_spot,0E+00,1.5692191601128493E+00,0E+00,0E+00,0E+00,3.4766000000000023E-04 | 0E+00
fr-ARB-USDT-loong_kc_byfutures_mode_0,ARB-USDT-FTR,-1.2030083999999991E-01,0E+00,-1.2030083999999991E-01,0E+00,0E+00,1E-04 | 0E+00,1.547768196E-01,0E+00,-1.8718250079999998E+03,-1.547768196E+03,0E+00,0E+00,0E+00,0E+00,0E+00,-6.42692770348968E-05,0E+00,0E+00,1.3777228014531602E-04,asset04,precursor007,-1.13373E+04,2025-12-12 16:04:07,0E+00,prod-strategy-sgap4,2026-01-21 16:38:04,0E+00,1.3165593914568063E-03|kucoin_spot,0E+00,1.2423998835763619E+00,0E+00,0E+00,0E+00,1.1392999999999988E-04 | 0E+00
fr-BNB-USDT-loong_kc_byfutures_mode_4,BNB-USDT-FTR,-2.2030630999999995E-01,0E+00,-2.2030630999999995E-01,0E+00,0E+00,1E-04 | 0E+00,1.7787919E-01,0E+00,-2.1043395E+03,-1.7787919E+03,0E+00,0E+00,0E+00,0E+00,0E+00,-1.046914293059651E-04,0E+00,0E+00,1.5488608704113132E-04,asset04,precursor007,-2.33E+00,2026-01-04 16:06:06,0E+00,prod-strategy-sgap4,2026-01-19 16:48:25,0E+00,3.0239560151867906E-04|kucoin_spot,0E+00,8.803449479999758E-01,0E+00,0E+00,0E+00,-9.261999999999996E-05 | 0E+00
fr-BNB-USDT-loong_kc_byfutures_mode_3,BNB-USDT-FTR,-2.2030631E-01,0E+00,-2.2030631E-01,0E+00,0E+00,1E-04 | 0E+00,1.7787919E-01,0E+00,-2.1043395E+03,-1.7787919E+03,0E+00,0E+00,0E+00,0E+00,0E+00,-1.0469142930596513E-04,0E+00,0E+00,1.5488608704113132E-04,asset04,precursor007,-2.33E+00,2025-12-12 08:31:11,0E+00,prod-strategy-sgap4,2025-12-31 18:10:48,0E+00,3.0239560151867906E-04|kucoin_spot,0E+00,9.008310864231767E-01,0E+00,0E+00,0E+00,-9.261999999999996E-05 | 0E+00
fr-ZEN-USDT-loong_kc_byfutures_mode_1,ZEN-USDT-FTR,-2.911164700000002E-01,0E+00,-2.911164700000002E-01,0E+00,0E+00,1E-04 | 0E+00,1.7610816E-01,0E+00,-2.1513224999999998E+03,-1.7610816E+03,0E+00,0E+00,0E+00,0E+00,0E+00,-1.3531977190774523E-04,0E+00,0E+00,1.583441854266121E-04,asset04,precursor007,-2.479E+02,2026-01-03 14:13:22,0E+00,prod-strategy-sgap4,2026-01-11 02:58:47,0E+00,2.811753128075356E-03|kucoin_spot,0E+00,1.2408964662694473E+00,0E+00,0E+00,0E+00,5.436999999999996E-05 | 0E+00
fr-ONDO-USDT-loong_kc_byfutures_mode_0,ONDO-USDT-FTR,-2.959840899999999E-01,0E+00,-2.959840899999999E-01,0E+00,0E+00,5E-05 | 0E+00,6.786696E-02,0E+00,-1.6535567999999998E+03,-1.3573392E+03,0E+00,0E+00,0E+00,0E+00,0E+00,-1.7899844142033703E-04,0E+00,0E+00,1.2170704510952464E-04,asset04,precursor007,-4.872E+03,2026-01-03 08:11:30,0E+00,prod-strategy-sgap4,2026-01-09 17:22:13,0E+00,6.812477590534272E-04|kucoin_spot,0E+00,1.215899915686023E+00,0E+00,0E+00,0E+00,4.3340000000000036E-05 | 0E+00
fr-TAO-USDT-loong_kc_byfutures_mode_0,TAO-USDT-FTR,-6.153796900000003E-01,0E+00,-6.153796900000003E-01,0E+00,0E+00,5E-05 | 0E+00,7.798664400000001E-02,0E+00,-2.1420769E+03,-1.55973288E+03,0E+00,0E+00,0E+00,0E+00,0E+00,-2.8728179179748415E-04,0E+00,0E+00,1.57663679830273E-04,asset04,precursor007,-8.116E+00,2026-01-03 17:43:51,0E+00,prod-strategy-sgap4,2026-01-19 16:48:30,0E+00,6.75535231760449E-04|kucoin_spot,0E+00,1.2337046806841934E+00,0E+00,0E+00,0E+00,-1.6664999999999985E-04 | 0E+00
fr-INJ-USDT-loong_kc_byfutures_mode_0,INJ-USDT-FTR,-1.01089677E+00,0E+00,-1.01089677E+00,0E+00,0E+00,1E-04 | 0E+00,1.3449868E-01,0E+00,-1.78889344E+03,-1.3449868000000001E+03,0E+00,0E+00,0E+00,0E+00,0E+00,-5.650961356311977E-04,0E+00,0E+00,1.316682527012152E-04,asset04,precursor007,-3.734E+02,2026-01-04 04:17:46,0E+00,prod-strategy-sgap4,2026-01-13 07:31:33,0E+00,1.6615895873719477E-03|kucoin_spot,0E+00,1.2367393271415816E+00,0E+00,0E+00,0E+00,-6.0316E-04 | 0E+00
fr-MNT-USDT-loong_kc_byfutures_mode_0,MNT-USDT-FTR,-1.17688228E+00,0E+00,-1.17688228E+00,0E+00,0E+00,-6.815E-05 | 0E+00,-9.1455293664E-02,0E+00,-2.0272354200000002E+03,-1.34197056E+03,0E+00,0E+00,0E+00,0E+00,0E+00,-5.805355748963779E-04,0E+00,0E+00,1.4921098126751146E-04,asset04,precursor007,-1.9248E+03,2026-01-03 08:02:21,0E+00,prod-strategy-sgap4,2026-01-22 17:24:47,0E+00,1.289952701734265E-03|kucoin_spot,0E+00,1.0304735577366577E+00,0E+00,0E+00,0E+00,-9.875599999999997E-04 | 0E+00
fr-XLM-USDT-loong_kc_byfutures_mode_0,XLM-USDT-FTR,-1.2123283599999999E+00,0E+00,-1.2123283599999999E+00,0E+00,0E+00,5.886E-05 | 0E+00,1.0532884341960001E-01,0E+00,-1.98976883E+03,-1.7894808600000001E+03,0E+00,0E+00,0E+00,0E+00,0E+00,-6.092810087893477E-04,0E+00,0E+00,1.4645332095658043E-04,asset04,precursor007,-1.0141E+04,2025-12-09 22:12:28,0E+00,prod-strategy-sgap4,2026-01-04 03:10:30,0E+00,1.3011257566328815E-03|kucoin_spot,0E+00,1.0789246876065273E+00,0E+00,0E+00,0E+00,-7.062699999999999E-04 | 0E+00
fr-XLM-USDT-loong_kc_byfutures_mode_1,XLM-USDT-FTR,-1.2123283599999999E+00,0E+00,-1.2123283599999999E+00,0E+00,0E+00,5.886E-05 | 0E+00,1.0532884341960001E-01,0E+00,-1.98976883E+03,-1.7894808600000001E+03,0E+00,0E+00,0E+00,0E+00,0E+00,-6.092810087893477E-04,0E+00,0E+00,1.4645332095658043E-04,asset04,precursor007,-1.0141E+04,2026-01-03 20:08:31,0E+00,prod-strategy-sgap4,2026-01-21 22:13:58,0E+00,1.3011257566328815E-03|kucoin_spot,0E+00,1.0563825264493447E+00,0E+00,0E+00,0E+00,-7.062699999999999E-04 | 0E+00
fr-DYDX-USDT-loong_kc_byfutures_mode_9,DYDX-USDT-FTR,-1.6132327E+00,0E+00,-1.6132327E+00,0E+00,0E+00,1E-04 | 0E+00,1.392705615E-01,0E+00,-1.694884548E+03,-1.392705615E+03,0E+00,0E+00,0E+00,0E+00,0E+00,-9.518245369005511E-04,0E+00,0E+00,1.247488989424931E-04,asset04,precursor007,-1.04991E+04,2026-01-03 13:46:22,0E+00,prod-strategy-sgap4,2026-01-13 08:31:12,0E+00,1.2062726176116367E-03|kucoin_spot,0E+00,1.2313836201042754E+00,0E+00,0E+00,0E+00,-9.7153E-04 | 0E+00
fr-BRETT-USDT-loong_kc_byfutures_mode_9,BRETT-USDT-FTR,-1.67602516E+00,0E+00,-1.67602516E+00,0E+00,0E+00,5E-05 | 0E+00,7.328651E-02,0E+00,-1.91623405E+03,-1.4657302E+03,0E+00,0E+00,0E+00,0E+00,0E+00,-8.746453284242601E-04,0E+00,0E+00,1.410409270269743E-04,asset04,precursor007,-1.5356E+05,2025-12-24 08:38:41,0E+00,prod-strategy-sgap4,2026-01-05 18:10:47,0E+00,4.185851820845965E-04|kucoin_spot,0E+00,1.5981998068030414E+00,0E+00,0E+00,0E+00,-8.340699999999996E-04 | 0E+00
fr-BRETT-USDT-loong_kc_byfutures_mode_10,BRETT-USDT-FTR,-1.67602516E+00,0E+00,-1.67602516E+00,0E+00,0E+00,5E-05 | 0E+00,7.328651E-02,0E+00,-1.91623405E+03,-1.4657302E+03,0E+00,0E+00,0E+00,0E+00,0E+00,-8.746453284242601E-04,0E+00,0E+00,1.410409270269743E-04,asset04,precursor007,-1.5356E+05,2026-01-05 10:20:58,0E+00,prod-strategy-sgap4,2026-01-21 03:36:05,0E+00,4.185851820845965E-04|kucoin_spot,0E+00,1.5981998068030414E+00,0E+00,0E+00,0E+00,-8.340699999999996E-04 | 0E+00
fr-PAXG-USDT-loong_kc_byfutures_mode_0,PAXG-USDT-FTR,-2.33598865E+00,0E+00,-2.33598865E+00,0E+00,0E+00,-7.801E-05 | 0E+00,-1.5928946930899998E-01,0E+00,-2.3791728000000003E+03,-2.0419109E+03,0E+00,0E+00,0E+00,0E+00,0E+00,-9.818490905746735E-04,0E+00,0E+00,1.7511469294127308E-04,asset04,precursor007,-4.3E-01,2025-11-15 20:42:28,0E+00,prod-strategy-sgap4,2026-01-21 09:41:18,0E+00,1.0372306784163232E-03|kucoin_spot,0E+00,7.946178924094655E-01,0E+00,0E+00,0E+00,-9.162599999999996E-04 | 0E+00
fr-EIGEN-USDT-loong_kc_byfutures_mode_11,EIGEN-USDT-FTR,-2.39626603E+00,0E+00,-2.39626603E+00,0E+00,0E+00,-9.066E-05 | 0E+00,-1.1896912896000002E-01,0E+00,-1.9906293999999998E+03,-1.312256E+03,0E+00,0E+00,0E+00,0E+00,0E+00,-1.2037730528846808E-03,0E+00,0E+00,1.465166616484816E-04,asset04,precursor007,-5.126000000000001E+03,2026-01-09 23:19:40,0E+00,prod-strategy-sgap4,2026-01-20 15:09:20,0E+00,1.170503316426208E-03|kucoin_spot,0E+00,1.353989781626878E+00,0E+00,0E+00,0E+00,-1.1295E-03 | 0E+00
fr-EIGEN-USDT-loong_kc_byfutures_mode_10,EIGEN-USDT-FTR,-2.3962660300000005E+00,0E+00,-2.3962660300000005E+00,0E+00,0E+00,-9.066E-05 | 0E+00,-1.1896912896000002E-01,0E+00,-1.9906293999999998E+03,-1.312256E+03,0E+00,0E+00,0E+00,0E+00,0E+00,-1.203773052884681E-03,0E+00,0E+00,1.465166616484816E-04,asset04,precursor007,-5.126000000000001E+03,2025-12-31 09:46:05,0E+00,prod-strategy-sgap4,2026-01-09 23:24:46,0E+00,1.170503316426208E-03|kucoin_spot,0E+00,1.7004430530399863E+00,0E+00,0E+00,0E+00,-1.1295E-03 | 0E+00
fr-EIGEN-USDT-loong_kc_byfutures_mode_9,EIGEN-USDT-FTR,-2.3962660300000005E+00,0E+00,-2.3962660300000005E+00,0E+00,0E+00,-9.066E-05 | 0E+00,-1.1896912896000002E-01,0E+00,-1.9906293999999998E+03,-1.312256E+03,0E+00,0E+00,0E+00,0E+00,0E+00,-1.203773052884681E-03,0E+00,0E+00,1.465166616484816E-04,asset04,precursor007,-5.126000000000001E+03,2025-12-13 16:19:52,0E+00,prod-strategy-sgap4,2025-12-31 15:48:27,0E+00,1.170503316426208E-03|kucoin_spot,0E+00,1.7004430530399863E+00,0E+00,0E+00,0E+00,-1.1295E-03 | 0E+00
fr-MON-USDT-loong_kc_byfutures_mode_0,MON-USDT-FTR,-3.13264696E+00,0E+00,-3.13264696E+00,0E+00,0E+00,1E-04 | 0E+00,1.27692066E-01,0E+00,-1.5362708240000002E+03,-1.27692066E+03,0E+00,0E+00,0E+00,0E+00,0E+00,-2.0391241642170248E-03,0E+00,0E+00,1.1307442385832445E-04,asset04,precursor007,-7.0822E+04,2026-01-03 14:59:32,0E+00,prod-strategy-sgap4,2026-01-07 01:45:39,0E+00,1.1739057521382712E-03|kucoin_spot,0E+00,1.6060688234937548E+00,0E+00,0E+00,0E+00,-2.271220000000001E-03 | 0E+00
fr-GRASS-USDT-loong_kc_byfutures_mode_0,GRASS-USDT-FTR,-3.793356379999998E+00,0E+00,-3.793356379999998E+00,0E+00,0E+00,-8.388E-05 | 0E+00,-4.007071071359999E-01,0E+00,-1.38701368E+04,-4.7771471999999985E+03,0E+00,0E+00,0E+00,0E+00,0E+00,-2.734909132258881E-04,0E+00,0E+00,1.020886228518354E-03,asset04,precursor007,-2.2343999999999996E+04,2025-12-12 16:10:02,0E+00,prod-strategy-sgap4,2026-01-20 17:09:55,0E+00,2.8142589118198558E-03|kucoin_spot,0E+00,1.4596184701142307E+00,0E+00,0E+00,0E+00,7.393999999999996E-05 | 0E+00
fr-TRX-USDT-loong_kc_byfutures_mode_18,TRX-USDT-FTR,-6.86373316E+00,0E+00,-6.86373316E+00,0E+00,0E+00,-2.9791E-04 | 0E+00,-5.523127975887E-01,0E+00,-1.93096443E+03,-1.8539585699999998E+03,0E+00,0E+00,0E+00,0E+00,0E+00,-3.5545621935666625E-03,0E+00,0E+00,1.4212512989387335E-04,asset04,precursor007,-6.537E+03,2026-01-03 13:44:48,0E+00,prod-strategy-sgap4,2026-01-15 18:02:56,0E+00,1.550059888677513E-03|kucoin_spot,0E+00,2.4940678842227024E-01,0E+00,0E+00,0E+00,-4.55499E-03 | 0E+00
fr-STABLE-USDT-loong_kc_byfutures_mode_0,STABLE-USDT-FTR,-8.62955638E+00,0E+00,-8.62955638E+00,0E+00,0E+00,-1.7872E-04 | 0E+00,-6.61154301664E-01,0E+00,-3.71892858E+03,-3.6993862000000004E+03,0E+00,0E+00,0E+00,0E+00,0E+00,-2.3204415450215504E-03,0E+00,0E+00,2.737249838923951E-04,asset04,precursor007,-1.3666E+05,2026-01-03 15:16:01,0E+00,prod-strategy-sgap4,2026-01-20 16:41:46,0E+00,3.1574696185336926E-03|kucoin_spot,0E+00,1.9283082507641967E+00,0E+00,0E+00,0E+00,-2.1092399999999983E-03 | 0E+00
fr-RENDER-USDT-loong_kc_byfutures_mode_1,RENDER-USDT-FTR,-9.501508806349936E+00,-2.3146765146349935E+01,1.364525634E+01,5.5795302394617465E+00,-1.3753411195005168E+02,5E-05 | 0E+00,1.7327394380000003E+00,5.5981280893713236E+04,-3.677698128E+04,-3.465478876E+04,1.5221825975194132E+00,-8.432874711621551E+00,0E+00,-1.6972653456053677E-04,-4.134733035190223E-04,3.7102708991019177E-04,-2.456787514583235E-03,9.966778448773105E-05,2.706902913547998E-03,asset04,precursor007,-2.26739E+04,2026-01-19 22:29:16,1.3E+02,prod-strategy-sgap4,2026-01-22 17:17:45,-1.8794928098580037E+01,2.022310653010617E-03|kucoin_spot,4.2162162162162165E-01,1.3942748630679502E+00,4.3E+01,0E+00,7.8E+01,5.806000000000001E-04 | 0E+00
fr-DOGE-USDT-loong_kc_byfutures_mode_0,DOGE-USDT-FTR,-1.3657933722006577E+01,9.083969337993425E+00,-2.2741903060000002E+01,2.828024379326962E+00,-3.643240370089188E+01,7.512E-05 | 0E+00,2.8598652140328E+00,1.843676673603058E+04,-3.841508956E+04,-3.807062319E+04,4.79935539580988E-01,-1.0014297389619065E+03,0E+00,-7.407987483681273E-04,4.92709457577549E-04,-5.920044263981147E-04,-1.9760733659277044E-03,1.5339047349339265E-04,2.827472898400194E-03,asset04,precursor007,-3.63651E+05,2025-12-09 02:33:03,2.52E+02,prod-strategy-sgap4,2026-01-22 17:17:51,-7.744773576843935E+00,6.692160611854181E-04|kucoin_spot,1.4285714285714285E-01,1.1563999611723086E+00,5.3E+01,0E+00,9E+00,-6.6482E-04 | 0E+00
fr-POL-USDT-loong_kc_byfutures_mode_0,POL-USDT-FTR,-1.6195345257538918E+01,3.4547838842461076E+01,-5.074318409999999E+01,2.0547853407006187E+00,-3.642508991248906E+01,-3.3693E-04 | 0E+00,-5.8238721729474E+00,2.0685562215939164E+04,-3.375727856E+04,-1.728511018E+04,6.127733957929328E-01,2.2853970879840855E+00,0E+00,-7.829299048521712E-04,1.670142608734144E-03,-1.5031775742765916E-03,-1.7608943635296444E-03,9.933427572576748E-05,2.4846431791618584E-03,asset04,precursor007,-1.64354E+05,2025-11-26 17:53:23,1E+02,prod-strategy-sgap4,2026-01-22 17:17:42,2.172345173249975E+01,2.295332823259333E-03|kucoin_spot,5.106382978723404E-01,1.0811946296516188E+00,1.94E+02,0E+00,2.4E+01,-2.7658800000000005E-03 | 0E+00
fr-POPCAT-USDT-loong_kc_byfutures_mode_0,POPCAT-USDT-FTR,-2.01476862933604E+01,-2.34457087333604E+01,3.2980224399999996E+00,2.3050846922924393E+00,-5.299248933233321E+01,5E-05 | 0E+00,9.22655615E-01,1.5931306339383125E+04,-2.3782594200000003E+04,-1.84531123E+04,6.698725212821032E-01,7.904418937683106E+00,0E+00,-1.264660026249959E-03,-1.4716752182086432E-03,1.3867378858106234E-04,-3.3263116158486427E-03,1.4468899431016114E-04,1.7504746526523429E-03,asset04,precursor007,-3.33691E+05,2026-01-02 20:08:44,8.7E+01,prod-strategy-sgap4,2026-01-22 17:17:52,-1.6246480959941657E+01,1.0844026748599855E-03|kucoin_spot,3.090909090909091E-01,1.1246512081529987E+00,5.4E+01,0E+00,1.7E+01,3.086100000000002E-04 | 0E+00
fr-PNUT-USDT-loong_kc_byfutures_mode_1,PNUT-USDT-FTR,-2.0700722918594966E+01,-2.8396847268594968E+01,7.696124350000001E+00,2.4205595149105648E+00,-6.0467320099473E+01,5E-05 | 0E+00,1.047991446E+00,1.734660038435459E+04,-1.9710127060000003E+04,-2.095982892E+04,8.800856702521221E-01,-1.803683284759523E+00,0E+00,-1.1933590709373553E-03,-1.6370266587917087E-03,3.9046548642594086E-04,-3.4858311576722693E-03,1.3954085880099818E-04,1.450728105140315E-03,asset04,precursor007,-3.6668700000000006E+05,2026-01-21 21:55:49,7E+01,prod-strategy-sgap4,2026-01-22 17:17:48,-1.6521294088256916E+01,2.4449877750611915E-03|kucoin_spot,1.509433962264151E-01,1.3839228988137706E+00,1.82E+02,0E+00,8E+00,6.849199999999999E-04 | 0E+00
fr-ADA-USDT-loong_kc_byfutures_mode_0,ADA-USDT-FTR,-2.1868261821248595E+01,-2.7332250761248595E+01,5.46398894E+00,2.779076118429657E+00,-4.07107181660831E+01,3.499E-05 | 0E+00,1.1062165478E+00,1.9915705932736397E+04,-3.03768542E+04,-3.1615219999999998E+04,6.556210791812799E-01,1.046681576757431E+01,0E+00,-1.0980410081925687E-03,-1.3723967834010477E-03,1.798734294217997E-04,-2.0441514000849423E-03,1.3954193377908622E-04,2.235833183598443E-03,asset04,precursor007,-1.09018E+05,2026-01-04 04:47:48,1.83E+02,prod-strategy-sgap4,2026-01-22 17:17:58,-1.3294727485479049E+01,6.894174422611421E-04|kucoin_spot,5.263157894736842E-02,1.1536668896122046E+00,4.7E+01,0E+00,3E+00,3.722899999999999E-04 | 0E+00
fr-XRP-USDT-loong_kc_byfutures_mode_0,XRP-USDT-FTR,-3.4070201803823664E+01,-2.2049948233823663E+01,-1.2020253570000001E+01,2.7900631108459493E+00,-3.486817326769233E+01,7.316E-05 | 0E+00,3.042045167928E+00,2.614616409534216E+04,-3.758643648E+04,-4.15807158E+04,6.956276397538967E-01,-2.701956980496645E-01,0E+00,-1.3030669309496586E-03,-8.43333964914256E-04,-3.198029580802655E-04,-1.3335865689722325E-03,1.0671022719324967E-04,2.766481393428785E-03,asset04,precursor007,-2.60042E+04,2026-01-19 22:07:06,1.19E+02,prod-strategy-sgap4,2026-01-22 17:17:44,-1.4208878351023127E+01,6.99781318338033E-04|kucoin_spot,4.7619047619047616E-02,1.0931031301731986E+00,5.2E+01,0E+00,5E+00,-3.7382999999999996E-04 | 0E+00
fr-ORDI-USDT-loong_kc_byfutures_mode_0,ORDI-USDT-FTR,-4.244927304382444E+01,-5.304426332382444E+01,1.059499028E+01,4.4728721869323635E+00,-8.29962299152539E+01,-4.665E-05 | 0E+00,-2.1319142446305E+00,4.0823886212833226E+04,-4.3332573240000005E+04,-4.5700198169999996E+04,9.421062069572405E-01,6.243068660756944E+00,0E+00,-1.0398146032084585E-03,-1.2993437970917543E-03,2.4450406444406205E-04,-2.0330310907334336E-03,1.0956507578953349E-04,3.189415353637965E-03,asset04,precursor007,-1.4614710000000001E+04,2025-12-15 16:03:45,1.39E+02,prod-strategy-sgap4,2026-01-22 17:17:47,-4.0527979633182824E+01,1.5954052329292256E-03|kucoin_spot,1.9941348973607037E-01,1.5883504292539197E+00,8E+01,0E+00,6.8E+01,5.234500000000004E-04 | 0E+00
fr-GRASS-USDT-loong_kc_byfutures_mode_1,GRASS-USDT-FTR,-4.846814565319085E+01,-4.4674789273190854E+01,-3.7933563799999988E+00,4.569150403280219E+00,-1.4101440000906587E+02,-8.388E-05 | 0E+00,-4.007071071359999E-01,3.822694705334306E+04,-1.38701368E+04,-4.7771471999999985E+03,2.7560612850871853E+00,-3.3979880307435986E+00,0E+00,-1.2679052184197946E-03,-1.1686726960133719E-03,-2.734909132258882E-04,-3.6888742334638975E-03,1.1952695037101147E-04,1.020886228518354E-03,asset04,precursor007,-2.2343999999999996E+04,2026-01-21 05:32:16,5.2E+01,prod-strategy-sgap4,2026-01-22 17:17:46,-1.830387429801044E+01,2.8142589118198558E-03|kucoin_spot,3.7579617834394907E-01,1.4388033169843888E+00,5.4E+01,0E+00,5.9E+01,7.393999999999996E-05 | 0E+00
fr-XPL-USDT-loong_kc_byfutures_mode_0,XPL-USDT-FTR,-5.663791708E+01,0E+00,-5.663791708E+01,0E+00,0E+00,3.358E-05 | 0E+00,4.899551242265001E+00,0E+00,-1.6297977396000002E+05,-1.4590682675E+05,0E+00,0E+00,0E+00,0E+00,0E+00,-3.47515005720284E-04,0E+00,0E+00,1.1995830261947974E-02,asset04,precursor007,-1.408775E+06,2026-01-03 12:07:53,0E+00,prod-strategy-sgap4,2026-01-19 11:23:41,0E+00,2.216440204297898E-03|kucoin_spot,0E+00,1.3980675936905835E+00,0E+00,0E+00,0E+00,-2.9156999999999995E-04 | 0E+00
