调度名,币对(标准),总收益,成交收益,资金费收益,手续费,滑点,当期资金费率,当期资金费,成交量,最大持仓,当前持仓,换手率,敞口,市场成交占比,总收益率,成交收益率,资金费收益率,滑点率,手续费率,持仓占比,账户1,账户2,仓位数量,调度最后成交时间,调度最大对冲延迟,主机,调度最后更新时间,配对盈利,价差值,配对胜率,波动率,买卖单卖单数量,买卖单买单数量,配对笔数,累计资金费率
fr-ORDER-USDT-loong_by_byfutures_pm_mode_6,ORDER-USDT-FTR,-1.215673035E+01,0E+00,-1.215673035E+01,0E+00,0E+00,-6.2559E-04 | 0E+00,-1.5044993829684001E+00,0E+00,-3.11894016E+03,-2.4049287600000002E+03,0E+00,0E+00,0E+00,0E+00,0E+00,-3.897711955461178E-03,0E+00,0E+00,1.8528495923366922E-04,asset06,asset06,-3.5932E+04,2025-12-23 03:25:33,0E+00,prod-strategy-sgap3,2025-12-31 17:10:54,0E+00,5.235602094240566E-03|bybit_spot,0E+00,1.9097399311017318E+00,0E+00,0E+00,0E+00,-4.24565E-03 | 0E+00
fr-APE-USDT-loong_by_byfutures_pm_mode_5,APE-USDT-FTR,-1.722574951190134E+01,-1.620269912190134E+01,-1.02305039E+00,4.074266065050324E+00,-2.3937704572686926E+01,9.353E-05 | 0E+00,1.80735781662645E+00,1.5106011003494263E+04,-1.1347823253E+04,-1.9323829965E+04,1.3311813787283582E+00,-8.058690447998046E+00,0E+00,-1.1403241734642422E-03,-1.0725994518442621E-03,-9.015388830007891E-05,-1.5846476324656291E-03,2.69711578000829E-04,6.74133154520986E-04,asset06,asset06,-1.315889E+05,2026-01-30 13:30:09,8E+01,prod-strategy-sgap3,2026-01-31 03:21:42,-1.4766309740214165E+01,1.3605442176871652E-03|bybit_spot,2.727272727272727E-01,1.3543786606882795E+00,5.5E+01,0E+00,1.5E+01,9.674200000000003E-04 | 0E+00
fr-DRIFT-USDT-loong_by_byfutures_pm_mode_6,DRIFT-USDT-FTR,-1.735791001E+01,0E+00,-1.735791001E+01,0E+00,0E+00,-3.7961E-04 | 0E+00,-5.558713427498E-01,0E+00,-1.8949690799999998E+03,-1.46432218E+03,0E+00,0E+00,0E+00,0E+00,0E+00,-9.159996431181875E-03,0E+00,0E+00,1.1257326230230196E-04,asset06,asset06,-1.3511E+04,2026-01-03 02:36:01,0E+00,prod-strategy-sgap3,2026-01-04 17:21:41,0E+00,2.9390154298309934E-03|bybit_spot,0E+00,1.6716564843124058E+00,0E+00,0E+00,0E+00,-1.0273270000000004E-02 | 0E+00
fr-ZEN-USDT-loong_by_byfutures_pm_mode_7,ZEN-USDT-FTR,-1.9137858740000002E+01,0E+00,-1.9137858740000002E+01,0E+00,0E+00,1E-04 | 0E+00,2.0764992000000004E-01,0E+00,-8.99450076E+04,-2.0764992E+03,0E+00,0E+00,0E+00,0E+00,0E+00,-2.1277288479544252E-04,0E+00,0E+00,5.343307730032906E-03,asset06,asset06,-2.923E+02,2025-12-13 14:05:22,0E+00,prod-strategy-sgap3,2026-01-22 01:32:41,0E+00,1.126284668449884E-03|bybit_spot,0E+00,1.2408964662694473E+00,0E+00,0E+00,0E+00,5.436999999999992E-05 | 0E+00
fr-POL-USDT-loong_by_byfutures_pm_mode_0,POL-USDT-FTR,-2.0253367961216895E+01,1.2003784968783101E+01,-3.225715293E+01,2.121332000989787E+01,-4.359749212546753E+01,-3.3693E-04 | 0E+00,-6.399902364140999E-01,7.860812367343903E+04,-6.282810176E+04,-1.8994753699999999E+03,1.251161844324342E+00,-4.641985353088379E+00,0E+00,-2.576498078666178E-04,1.527041278666097E-04,-5.134191870577373E-04,-5.546181499838893E-04,2.6986167610391215E-04,3.732390387807383E-03,asset06,asset06,-1.8061E+04,2026-01-14 14:45:28,4.22E+02,prod-strategy-sgap3,2026-01-31 14:29:13,9.343761572216913E+00,1.7238076996743956E-03|bybit_spot,8.42809364548495E-01,1.0811946296516188E+00,0E+00,0E+00,2.52E+02,-2.76588E-03 | 0E+00
fr-NEAR-USDT-loong_by_byfutures_pm_mode_0,NEAR-USDT-FTR,-2.1157424200354626E+01,-7.211314745035462E+01,5.095572324999999E+01,2.411766576084483E+01,-8.810543002001941E+01,-2.5995E-04 | 0E+00,-3.73825535704335E+01,6.95750538778305E+04,-1.3509972658E+05,-1.4380670733E+05,5.149903381679406E-01,6.375307818460464E+00,0E+00,-3.0409497400470223E-04,-1.0364799368604277E-03,3.7717117969018465E-04,-1.2663364971980777E-03,3.466424302479731E-04,8.025786340144198E-03,asset06,asset06,-1.2071409999999999E+05,2025-11-16 20:19:33,2.01E+02,prod-strategy-sgap3,2026-01-31 03:21:35,-3.4582936685543906E+01,1.3418316001341246E-03|bybit_spot,7.55813953488372E-02,1.1850199349003003E+00,2.9E+01,0E+00,1.3E+01,5.43E-04 | 0E+00
fr-ZEREBRO-USDT-loong_by_byfutures_pm_mode_4,ZEREBRO-USDT-FTR,-2.444055366975084E+01,-7.274394716975084E+01,4.83033935E+01,1.660690541225449E+01,-1.80688552448446E+02,5E-05 | 0E+00,8.06408328E-02,5.730387351298332E+04,-3.2294564521E+04,-1.612816656E+03,1.7744123310819275E+00,3.8783822998046985E-01,0E+00,-4.2650788108090725E-04,-1.2694420588037433E-03,1.4957127992418053E-03,-3.15316472293112E-03,2.898042382508727E-04,1.9185033260601528E-03,asset06,asset06,-1.7968099999999997E+05,2026-01-12 02:20:07,1.38E+02,prod-strategy-sgap3,2026-01-31 11:38:49,-4.0325682976590095E+01,4.800714524952454E-03|bybit_spot,5.148936170212766E-01,1.6057330459948813E+00,0E+00,0E+00,1.21E+02,2.105379999999999E-03 | 0E+00
fr-UNI-USDT-loong_by_byfutures_pm_mode_0,UNI-USDT-FTR,-2.9315865040783393E+01,-9.845438292078339E+01,6.913851788E+01,1.737292789276762E+01,-8.920399353466928E+01,-5.208E-05 | 0E+00,-6.649106523696E+00,5.582258810427785E+04,-1.1898854879999999E+05,-1.276710162E+05,4.6914252394242034E-01,-4.889218358465224E+02,0E+00,-5.251613376653318E-04,-1.7637015098058225E-03,5.810518623620696E-04,-1.5979910026391864E-03,3.112168117378327E-04,7.068679513774788E-03,asset06,asset06,-3.2627399999999998E+04,2026-01-03 12:38:31,2.09E+02,prod-strategy-sgap3,2026-01-31 03:21:31,-5.871928820649001E+01,1.0214504596526286E-03|bybit_spot,1.1627906976744186E-02,1.220235446965642E+00,4.3E+01,0E+00,2E+00,7.2601E-04 | 0E+00
fr-ORDI-USDT-loong_by_byfutures_pm_mode_6,ORDI-USDT-FTR,-4.251447759423866E+01,-4.4015627834238664E+01,1.5011502399999999E+00,7.885746617594123E+00,-5.387504998734221E+01,-4.665E-05 | 0E+00,-1.497145516542E+00,2.9231361500263214E+04,-2.586505974E+04,-3.2093151479999997E+04,1.1301486172505246E+00,-1.1912822723388672E-06,0E+00,-1.454413185436328E-03,-1.5057672846966886E-03,5.80377642692427E-05,-1.8430564716206287E-03,2.697700761397349E-04,1.5365496911304382E-03,asset06,asset06,-1.0263240000000002E+04,2026-01-30 11:18:47,1.66E+02,prod-strategy-sgap3,2026-01-31 03:21:29,-2.773054425673687E+01,2.235707441711865E-03|bybit_spot,1.6101694915254236E-01,1.4023035849788181E+00,3.9E+01,0E+00,1.9E+01,5.234500000000002E-04 | 0E+00
fr-JUP-USDT-loong_by_byfutures_pm_mode_0,JUP-USDT-FTR,-4.263356983177167E+01,-3.6838875771771676E+01,-5.79469406E+00,3.5243303555507737E+00,-3.803919953107834E+01,5E-05 | 0E+00,8.049617680000001E-01,1.3071878487110138E+04,-1.374124764E+04,-1.609923536E+04,9.512875999016738E-01,1.6373061904907227E+00,0E+00,-3.2614723181378716E-03,-2.818177648154976E-03,-4.217007226572332E-04,-2.910002534722754E-03,2.6961162154513833E-04,8.163178445838323E-04,asset06,asset06,-8.8244E+04,2025-11-26 03:34:32,1.96E+02,prod-strategy-sgap3,2026-01-31 03:21:42,-2.2051233414968074E+01,2.427452278495057E-03|bybit_spot,2E-02,1.4253396623943522E+00,1.33E+02,0E+00,1E+00,7.612600000000004E-04 | 0E+00
fr-ADA-USDT-loong_by_byfutures_pm_mode_0,ADA-USDT-FTR,-4.330804790328399E+01,-7.5250988713284E+01,3.1942940810000007E+01,1.4647719433909515E+01,-7.813189981505283E+01,3.499E-05 | 0E+00,4.0468562749E+00,4.7283933208465576E+04,-1.1212182999999999E+05,-1.1565751E+05,4.2171924243892184E-01,9.153447380371094E-01,0E+00,-9.159146662429141E-04,-1.5914705822275227E-03,2.84894929114161E-04,-1.6523984895796344E-03,3.097821699673459E-04,6.660752574603543E-03,asset06,asset06,-3.98819E+05,2026-01-03 08:40:11,1.78E+02,prod-strategy-sgap3,2026-01-31 03:21:33,-3.6557274556388016E+01,1.0334137099552443E-03|bybit_spot,4.7619047619047616E-02,1.2016743719250622E+00,5.4E+01,0E+00,6E+00,3.722899999999999E-04 | 0E+00
fr-GALA-USDT-loong_by_byfutures_pm_mode_5,GALA-USDT-FTR,-4.4966971502426745E+01,-4.3390325642426745E+01,-1.5766458599999997E+00,9.756280196215812E+00,-5.093268832517788E+01,1.408E-05 | 0E+00,6.209892690073601E-01,3.149627330648899E+04,-3.8520121327999994E+04,-4.4104351492E+04,8.17657686960466E-01,7.5224709108886705E+00,0E+00,-1.4276918118170656E-03,-1.377633640024558E-03,-4.093044896133147E-05,-1.6171020561561015E-03,3.0975982781447935E-04,2.2883411491724393E-03,asset06,asset06,-9.230714E+06,2026-01-21 21:40:37,1.62E+02,prod-strategy-sgap3,2026-01-31 03:21:30,-2.251790806193227E+01,2.511511092507357E-03|bybit_spot,1.6666666666666666E-01,1.2478143294571553E+00,8.9E+01,0E+00,1.6E+01,3.853999999999998E-05 | 0E+00
fr-RENDER-USDT-loong_by_byfutures_pm_mode_1,RENDER-USDT-FTR,-5.227033398822991E+01,-6.98938621882299E+01,1.76235282E+01,1.271195197810448E+01,-1.0663481915742159E+02,5E-05 | 0E+00,3.0369002320000003E+00,4.633672549235821E+04,-5.317812235E+04,-6.073800464E+04,8.713494092060249E-01,1.5631343370676045E+00,0E+00,-1.128054117610237E-03,-1.5083901904064565E-03,3.314056123307257E-04,-2.301302433962617E-03,2.7433859089160106E-04,3.1591199979107082E-03,asset06,asset06,-3.9739600000000006E+04,2025-11-18 19:33:56,1.8E+02,prod-strategy-sgap3,2026-01-31 03:21:32,-4.4338923638213664E+01,1.8262457605009441E-03|bybit_spot,1.2359550561797752E-01,1.3818902918647336E+00,7.4E+01,0E+00,2.2E+01,5.806000000000002E-04 | 0E+00
fr-PENDLE-USDT-loong_by_byfutures_pm_mode_0,PENDLE-USDT-FTR,-6.047873024148724E+01,-9.940565112148724E+01,3.892692088E+01,1.5337858328801303E+01,-1.041784553459729E+02,1E-04 | 0E+00,1.044583413E+01,4.987258251461387E+04,-1.033297144E+05,-1.044583413E+05,4.826547988079397E-01,1.4040783805847141E+00,0E+00,-1.2126648990708575E-03,-1.9931923736325264E-03,3.7672533119863146E-04,-2.0888923350910514E-03,3.0754088830886074E-04,6.138444772287867E-03,asset06,asset06,-6.5561E+04,2026-01-21 17:33:13,2.01E+02,prod-strategy-sgap3,2026-01-31 03:21:30,-5.264824811512361E+01,2.9554172168773096E-03|bybit_spot,8.484848484848485E-02,1.3581310490993777E+00,6.5E+01,0E+00,1.4E+01,6.4998E-04 | 0E+00
fr-XPL-USDT-loong_by_byfutures_pm_mode_13,XPL-USDT-FTR,-6.235500464999999E+01,0E+00,-6.235500464999999E+01,0E+00,0E+00,3.358E-05 | 0E+00,7.538214744698399E+00,0E+00,-2.3333034281000003E+05,-2.2448525147999998E+05,0E+00,0E+00,0E+00,0E+00,0E+00,-2.6723915929260613E-04,0E+00,0E+00,1.3861312124541985E-02,asset06,asset06,-2.167683E+06,2026-01-03 13:31:25,0E+00,prod-strategy-sgap3,2026-01-19 11:18:19,0E+00,2.5062656641603454E-03|bybit_spot,0E+00,1.4995941049644086E+00,0E+00,0E+00,0E+00,-2.9156999999999995E-04 | 0E+00
fr-XRP-USDT-loong_by_byfutures_pm_mode_2,XRP-USDT-FTR,-6.492697824E+01,0E+00,-6.492697824E+01,0E+00,0E+00,7.316E-05 | 0E+00,1.5555629373024E+01,0E+00,-1.8644843584E+05,-2.126247864E+05,0E+00,0E+00,0E+00,0E+00,0E+00,-3.482302114656346E-04,0E+00,0E+00,1.1076227520118819E-02,asset06,asset06,-1.329736E+05,2026-01-03 14:44:26,0E+00,prod-strategy-sgap3,2026-01-20 01:17:59,0E+00,6.878439219610843E-04|bybit_spot,0E+00,1.0893928835307762E+00,0E+00,0E+00,0E+00,-3.7382999999999996E-04 | 0E+00
fr-ZEN-USDT-loong_by_byfutures_pm_mode_8,ZEN-USDT-FTR,-7.67298021364266E+01,-5.759194339642659E+01,-1.913785874E+01,3.773650702906343E+01,-6.425087126201872E+01,1E-04 | 0E+00,2.0764992000000004E-01,1.2175912489041686E+05,-8.99450076E+04,-2.0764992E+03,1.3537063161070528E+00,9.360743520520619E-01,0E+00,-6.301770171679812E-04,-4.729989924636803E-04,-2.127728847954425E-04,-5.276883463136291E-04,3.0992754804230293E-04,5.343307730032906E-03,asset06,asset06,-2.923E+02,2026-01-21 19:27:53,1.03E+02,prod-strategy-sgap3,2026-01-31 22:26:47,-3.283462373981269E+01,1.126284668449884E-03|bybit_spot,3.1337047353760444E-01,1.2408964662694473E+00,0E+00,0E+00,2.25E+02,5.436999999999992E-05 | 0E+00
fr-HYPE-USDT-loong_by_byfutures_pm_mode_1,HYPE-USDT-FTR,-1.2680030353001159E+02,-2.4028620499001158E+02,1.1348590146E+02,3.429390834629726E+02,-6.520271221788132E+02,1E-04 | 0E+00,2.1768643599999996E-01,1.1037028662213916E+06,-7.218696714400001E+05,-2.1768643599999996E+03,1.5289503214890618E+00,1.0114462313889993E+01,0E+00,-1.1488626822554317E-04,-2.1770914287162193E-04,1.5721106724655165E-04,-5.907632770865915E-04,3.1071685501465613E-04,4.288366745862242E-02,asset06,asset06,-6.974E+01,2026-01-14 10:04:41,1.68E+02,prod-strategy-sgap3,2026-01-31 23:57:23,-1.286496368091353E+02,1.1831292168962282E-03|bybit_spot,5.830315571650284E-01,1.7831827995149052E+00,0E+00,0E+00,1.127E+03,5.962500000000003E-04 | 0E+00
fr-XRP-USDT-loong_by_byfutures_pm_mode_3,XRP-USDT-FTR,-1.629820531268993E+02,-9.805507488689929E+01,-6.492697824E+01,2.8088018061982638E+01,-8.822085404768586E+01,7.316E-05 | 0E+00,1.5555629373024E+01,1.0406710796949826E+05,-1.8644843584E+05,-2.126247864E+05,5.581548995069234E-01,-2.842634858161211E-01,0E+00,-1.5661245546928124E-03,-9.422292672497339E-04,-3.482302114656346E-04,-8.477304286532409E-04,2.6990293676860077E-04,1.1076227520118819E-02,asset06,asset06,-1.329736E+05,2026-01-19 17:32:10,1.95E+02,prod-strategy-sgap3,2026-01-31 03:21:43,-5.249799725376414E+01,6.878439219610843E-04|bybit_spot,2.9787234042553193E-02,1.0931031301731986E+00,4.7E+01,0E+00,7E+00,-3.7382999999999996E-04 | 0E+00
fr-VIRTUAL-USDT-loong_by_byfutures_pm_mode_0,VIRTUAL-USDT-FTR,-2.467004685818601E+02,-3.112274965418601E+02,6.452702796E+01,5.296431818311447E+01,-3.1482067521323916E+02,7.28E-06 | 0E+00,1.2781940429439997E+00,1.7100130861658603E+05,-1.64961603E+05,-1.7557610479999997E+05,1.036612796594769E+00,1.2081407645413279E+01,0E+00,-1.4426817582724144E-03,-1.8200299112311766E-03,3.9116392412845305E-04,-1.841042491195904E-03,3.09730484588685E-04,9.799772460839943E-03,asset06,asset06,-2.78648E+05,2025-11-24 01:51:52,1.61E+02,prod-strategy-sgap3,2026-01-31 03:21:36,-1.62107885219876E+02,1.107770216806525E-03|bybit_spot,3.816793893129771E-02,1.4424578000639316E+00,6.5E+01,0E+00,2E+01,4.7244000000000057E-04 | 0E+00
fr-XPL-USDT-loong_by_byfutures_pm_mode_14,XPL-USDT-FTR,-2.5063557874630658E+02,-1.882805740963066E+02,-6.235500464999999E+01,5.40918408074358E+01,-2.5155223262298387E+02,3.358E-05 | 0E+00,7.538214744698399E+00,1.7484635852718353E+05,-2.3333034281000003E+05,-2.2448525147999998E+05,7.49351140625376E-01,5.027884767292023E+02,0E+00,-1.4334618167489031E-03,-1.0768344029711916E-03,-2.6723915929260613E-04,-1.4387044416705698E-03,3.093678430770755E-04,1.3861312124541985E-02,asset06,asset06,-2.167683E+06,2026-01-19 05:33:39,1.18E+02,prod-strategy-sgap3,2026-01-31 03:21:36,-1.0126193762362949E+02,2.5062656641603454E-03|bybit_spot,1.2582781456953643E-01,1.3980675936905835E+00,7.1E+01,0E+00,5.7E+01,-2.9156999999999995E-04 | 0E+00
fr-AVAX-USDT-loong_by_byfutures_pm_mode_0,AVAX-USDT-FTR,-2.767101813504289E+02,2.6064062559571056E+01,-3.0277424391E+02,6.870399398878476E+01,-4.839644699624482E+01,-6.578E-05 | 0E+00,-1.2273957295599999E-01,2.2169347800794896E+05,-2.403704212E+05,-1.8659102E+03,9.222993282667217E-01,-1.5157394439547788E+01,0E+00,-1.2481656376941647E-03,1.1756801685720549E-04,-1.2596152321839838E-03,-2.1830343152679275E-04,3.0990534591333955E-04,1.4279537730221122E-02,asset06,asset06,-1.862E+02,2026-01-12 01:31:29,2.09E+02,prod-strategy-sgap3,2026-01-31 17:34:34,1.02233919894311E+01,1.5977631316157481E-03|bybit_spot,9.340659340659341E-01,1.040898111257204E+00,0E+00,0E+00,5.95E+02,-1.6434800000000001E-03 | 0E+00
fr-SOL-USDT-loong_by_byfutures_pm_mode_0,SOL-USDT-FTR,-2.8736366950662136E+02,1.4045343519337862E+02,-4.2781710469999996E+02,2.0204355190727975E+02,-9.841326318442523E+01,3.66E-05 | 0E+00,5.377810752E-02,7.491090602742326E+05,-7.649197919999999E+05,-1.4693472E+03,9.79330209662339E-01,-1.1073497159665087E+03,0E+00,-3.83607253930988E-04,1.8749397469837255E-04,-5.592966859720111E-04,-1.3137374569785376E-04,2.697117984840765E-04,4.5441119485199334E-02,asset06,asset06,-1.44E+01,2026-01-03 15:03:48,1.93E+02,prod-strategy-sgap3,2026-01-31 16:39:35,4.797776544907033E+01,6.859382655561852E-04|bybit_spot,9.283520982599796E-01,1.2497755736309006E+00,0E+00,0E+00,1.814E+03,-1.3518599999999999E-03 | 0E+00
fr-WLD-USDT-loong_by_byfutures_pm_mode_0,WLD-USDT-FTR,-4.0636502012146434E+02,-9.631512641464246E+00,-3.9673350748000007E+02,1.2676867124493012E+02,-2.7115398275717274E+02,-2.6768E-04 | 0E+00,-3.6562551732000004E-01,3.9014676231197757E+05,-2.2825385E+05,-1.36590525E+03,1.7092669512999563E+00,-3.704401312527244E+00,0E+00,-1.0415696332154052E-03,-2.4686896244861024E-05,-1.7381240556511974E-03,-6.950050825754303E-04,3.2492560105768767E-04,1.3559736039366029E-02,asset06,asset06,-3.4105E+03,2026-01-03 14:30:10,1.42E+02,prod-strategy-sgap3,2026-01-31 13:00:28,9.140226933456361E+00,1.246571927200124E-03|bybit_spot,5.899880810488677E-01,1.247560681000238E+00,0E+00,0E+00,9.9E+02,-3.0464599999999995E-03 | 0E+00
fr-DOGE-USDT-loong_by_byfutures_pm_mode_0,DOGE-USDT-FTR,-7.087727910639002E+02,-1.862020560390019E+01,-6.9015258546E+02,4.649204854547861E+00,-1.7199690002948046E+01,7.512E-05 | 0E+00,7.9430641992072E+01,1.5004762493133545E+04,-1.1612765344E+06,-1.0573834131E+06,1.2920921114526866E-02,-2.022508349609375E-01,0E+00,-4.7236521830202084E-02,-1.2409530382384351E-03,-5.943051159787561E-04,-1.1462820561684293E-03,3.098486135102387E-04,6.898724063218983E-02,asset06,asset06,-1.0099173E+07,2025-12-12 16:03:24,6.4E+01,prod-strategy-sgap3,2026-01-31 03:21:32,-1.0311148771906417E+01,6.676840900419201E-04|bybit_spot,0E+00,1.1912018855708295E+00,4.4E+01,0E+00,0E+00,-6.6482E-04 | 0E+00
